,Respondent,LanguageDesireNextYear
4836,11702,Rust
4837,11703,C
4837,11703,Rust
4837,11703,WebAssembly
4838,11708,C#
4838,11708,HTML/CSS
4838,11708,JavaScript
4838,11708,SQL
4838,11708,TypeScript
4839,11710,Bash/Shell/PowerShell
4839,11710,C#
4839,11710,HTML/CSS
4839,11710,JavaScript
4839,11710,Python
4839,11710,SQL
4839,11710,TypeScript
4840,11713,C
4840,11713,C++
4840,11713,Java
4840,11713,Kotlin
4840,11713,Rust
4840,11713,TypeScript
4841,11715,C
4841,11715,C++
4841,11715,Other(s):
4842,11717,Python
4842,11717,R
4842,11717,SQL
4843,11720,HTML/CSS
4843,11720,JavaScript
4843,11720,Python
4843,11720,TypeScript
4844,11721,C#
4844,11721,JavaScript
4844,11721,Kotlin
4844,11721,Swift
4844,11721,WebAssembly
4845,11725,Bash/Shell/PowerShell
4845,11725,Python
4845,11725,Rust
4845,11725,TypeScript
4845,11725,WebAssembly
4846,11727,Erlang
4846,11727,Java
4846,11727,JavaScript
4846,11727,SQL
4846,11727,TypeScript
4847,11729,HTML/CSS
4847,11729,JavaScript
4847,11729,PHP
4847,11729,SQL
4848,11731,C#
4848,11731,HTML/CSS
4848,11731,Java
4848,11731,JavaScript
4848,11731,SQL
4849,11734,HTML/CSS
4849,11734,Java
4849,11734,JavaScript
4850,11735,Kotlin
4850,11735,Python
4851,11738,Clojure
4851,11738,Elixir
4851,11738,F#
4851,11738,HTML/CSS
4851,11738,Rust
4851,11738,SQL
4851,11738,WebAssembly
4852,11739,Python
4852,11739,Other(s):
4853,11743,Dart
4853,11743,Java
4853,11743,Kotlin
4853,11743,SQL
4854,11744,C#
4854,11744,F#
4854,11744,HTML/CSS
4854,11744,JavaScript
4854,11744,Python
4854,11744,TypeScript
4855,11746,HTML/CSS
4855,11746,JavaScript
4855,11746,Python
4855,11746,Scala
4855,11746,TypeScript
4855,11746,WebAssembly
4856,11748,C#
4856,11748,HTML/CSS
4856,11748,Java
4856,11748,JavaScript
4856,11748,PHP
4856,11748,Python
4856,11748,R
4856,11748,Scala
4856,11748,SQL
4856,11748,Swift
4857,11752,Bash/Shell/PowerShell
4857,11752,Python
4857,11752,SQL
4858,11754,HTML/CSS
4858,11754,JavaScript
4858,11754,PHP
4858,11754,SQL
4859,11757,Java
4859,11757,SQL
4860,11760,C#
4860,11760,HTML/CSS
4860,11760,Java
4860,11760,JavaScript
4860,11760,Python
4861,11762,C++
4861,11762,Java
4861,11762,JavaScript
4861,11762,Python
4862,11763,Bash/Shell/PowerShell
4862,11763,Go
4862,11763,HTML/CSS
4862,11763,JavaScript
4862,11763,Python
4862,11763,SQL
4863,11767,Bash/Shell/PowerShell
4863,11767,Elixir
4863,11767,Erlang
4863,11767,Go
4863,11767,JavaScript
4863,11767,Python
4863,11767,Rust
4863,11767,Scala
4863,11767,TypeScript
4863,11767,WebAssembly
4864,11769,JavaScript
4864,11769,PHP
4864,11769,Python
4864,11769,SQL
4865,11771,C++
4865,11771,Python
4865,11771,Rust
4865,11771,WebAssembly
4866,11775,Bash/Shell/PowerShell
4866,11775,Java
4866,11775,Kotlin
4866,11775,Python
4866,11775,TypeScript
4867,11777,C#
4867,11777,HTML/CSS
4867,11777,JavaScript
4867,11777,TypeScript
4868,11779,HTML/CSS
4868,11779,JavaScript
4868,11779,Python
4868,11779,TypeScript
4868,11779,Other(s):
4869,11783,Bash/Shell/PowerShell
4869,11783,Go
4869,11783,Java
4869,11783,JavaScript
4869,11783,Python
4870,11786,Bash/Shell/PowerShell
4870,11786,Java
4870,11786,SQL
4871,11788,Bash/Shell/PowerShell
4871,11788,JavaScript
4871,11788,Python
4871,11788,Ruby
4872,11791,Elixir
4872,11791,Go
4872,11791,HTML/CSS
4872,11791,JavaScript
4872,11791,Python
4872,11791,Ruby
4873,11792,Java
4874,11793,HTML/CSS
4874,11793,JavaScript
4874,11793,PHP
4875,11796,HTML/CSS
4875,11796,JavaScript
4875,11796,Python
4875,11796,R
4875,11796,SQL
4876,11798,Go
4876,11798,HTML/CSS
4876,11798,Python
4876,11798,TypeScript
4877,11799,Go
4877,11799,JavaScript
4877,11799,Kotlin
4877,11799,Python
4877,11799,Swift
4877,11799,TypeScript
4878,11800,C#
4878,11800,HTML/CSS
4878,11800,JavaScript
4878,11800,SQL
4878,11800,Swift
4879,11801,Elixir
4879,11801,Erlang
4879,11801,F#
4879,11801,Go
4879,11801,TypeScript
4880,11803,C
4880,11803,Go
4880,11803,Java
4880,11803,JavaScript
4880,11803,Python
4880,11803,SQL
4880,11803,WebAssembly
4881,11807,Bash/Shell/PowerShell
4881,11807,C
4881,11807,C++
4881,11807,Python
4881,11807,Rust
4881,11807,SQL
4881,11807,TypeScript
4882,11809,HTML/CSS
4882,11809,JavaScript
4882,11809,Python
4883,11812,Dart
4883,11812,Java
4883,11812,Kotlin
4883,11812,PHP
4883,11812,Swift
4884,11815,HTML/CSS
4884,11815,JavaScript
4884,11815,SQL
4885,11818,HTML/CSS
4885,11818,JavaScript
4885,11818,PHP
4885,11818,Swift
4885,11818,TypeScript
4886,11819,Bash/Shell/PowerShell
4886,11819,Go
4886,11819,Java
4886,11819,Swift
4887,11820,Erlang
4887,11820,Kotlin
4887,11820,Python
4887,11820,Rust
4887,11820,Scala
4888,11821,Python
4888,11821,Ruby
4889,11823,C++
4889,11823,HTML/CSS
4889,11823,Java
4889,11823,JavaScript
4889,11823,Python
4889,11823,SQL
4890,11829,C#
4890,11829,SQL
4890,11829,Swift
4890,11829,TypeScript
4891,11835,Rust
4892,11837,Bash/Shell/PowerShell
4892,11837,C
4892,11837,C++
4892,11837,HTML/CSS
4892,11837,JavaScript
4892,11837,Python
4892,11837,Rust
4892,11837,SQL
4893,11838,Bash/Shell/PowerShell
4893,11838,C
4893,11838,C++
4893,11838,Dart
4893,11838,HTML/CSS
4893,11838,JavaScript
4893,11838,Python
4893,11838,SQL
4894,11840,Bash/Shell/PowerShell
4894,11840,HTML/CSS
4894,11840,JavaScript
4894,11840,Python
4894,11840,R
4894,11840,TypeScript
4895,11841,Clojure
4895,11841,Elixir
4895,11841,HTML/CSS
4895,11841,Kotlin
4895,11841,Rust
4895,11841,SQL
4895,11841,TypeScript
4895,11841,Other(s):
4896,11844,C++
4896,11844,C#
4896,11844,HTML/CSS
4896,11844,JavaScript
4896,11844,Python
4896,11844,TypeScript
4897,11845,C++
4897,11845,HTML/CSS
4897,11845,Java
4897,11845,JavaScript
4897,11845,Kotlin
4898,11847,Dart
4898,11847,Go
4898,11847,JavaScript
4898,11847,Kotlin
4898,11847,Swift
4898,11847,TypeScript
4899,11849,HTML/CSS
4899,11849,JavaScript
4899,11849,Python
4899,11849,R
4899,11849,SQL
4900,11850,C#
4900,11850,HTML/CSS
4900,11850,Java
4900,11850,JavaScript
4900,11850,TypeScript
4901,11851,Bash/Shell/PowerShell
4901,11851,C#
4901,11851,F#
4901,11851,JavaScript
4901,11851,TypeScript
4902,11855,Dart
4902,11855,Kotlin
4902,11855,Rust
4902,11855,Scala
4902,11855,TypeScript
4903,11856,HTML/CSS
4903,11856,JavaScript
4903,11856,Python
4903,11856,Swift
4904,11858,Elixir
4904,11858,Erlang
4904,11858,HTML/CSS
4904,11858,Ruby
4904,11858,SQL
4904,11858,Other(s):
4905,11859,Java
4905,11859,PHP
4905,11859,Python
4906,11860,Clojure
4907,11862,HTML/CSS
4907,11862,JavaScript
4908,11865,C++
4908,11865,JavaScript
4908,11865,Python
4909,11870,HTML/CSS
4909,11870,JavaScript
4909,11870,PHP
4909,11870,Python
4909,11870,SQL
4909,11870,Other(s):
4910,11873,HTML/CSS
4910,11873,JavaScript
4910,11873,PHP
4910,11873,SQL
4911,11875,C#
4911,11875,Python
4911,11875,SQL
4912,11876,Dart
4912,11876,Java
4912,11876,JavaScript
4912,11876,Kotlin
4912,11876,Python
4912,11876,Other(s):
4913,11879,Go
4913,11879,HTML/CSS
4913,11879,JavaScript
4913,11879,PHP
4913,11879,Python
4913,11879,Other(s):
4914,11885,Kotlin
4914,11885,Python
4914,11885,Swift
4915,11889,Go
4915,11889,Python
4915,11889,Rust
4916,11890,C#
4917,11891,Java
4917,11891,JavaScript
4917,11891,SQL
4918,11892,HTML/CSS
4918,11892,JavaScript
4918,11892,SQL
4918,11892,TypeScript
4919,11893,HTML/CSS
4919,11893,JavaScript
4919,11893,PHP
4920,11895,Java
4920,11895,Kotlin
4920,11895,TypeScript
4921,11899,HTML/CSS
4921,11899,Java
4921,11899,JavaScript
4921,11899,Swift
4922,11901,Java
4922,11901,JavaScript
4923,11907,JavaScript
4923,11907,PHP
4924,11910,C#
4924,11910,HTML/CSS
4924,11910,JavaScript
4924,11910,Python
4924,11910,SQL
4924,11910,TypeScript
4925,11911,C#
4925,11911,TypeScript
4926,11913,Go
4926,11913,Python
4927,11915,C
4927,11915,C++
4927,11915,C#
4927,11915,HTML/CSS
4927,11915,Java
4927,11915,JavaScript
4927,11915,Python
4927,11915,SQL
4927,11915,Swift
4928,11916,Bash/Shell/PowerShell
4928,11916,C
4928,11916,C++
4928,11916,HTML/CSS
4928,11916,JavaScript
4928,11916,Python
4928,11916,Ruby
4928,11916,SQL
4928,11916,Other(s):
4929,11925,C#
4929,11925,JavaScript
4929,11925,SQL
4930,11927,C#
4930,11927,SQL
4931,11928,Assembly
4931,11928,Bash/Shell/PowerShell
4931,11928,C
4931,11928,C++
4931,11928,C#
4931,11928,Go
4931,11928,Java
4931,11928,JavaScript
4931,11928,Python
4931,11928,Rust
4932,11934,Go
4932,11934,HTML/CSS
4932,11934,JavaScript
4932,11934,Ruby
4932,11934,SQL
4932,11934,TypeScript
4933,11935,Java
4933,11935,SQL
4933,11935,TypeScript
4934,11937,Elixir
4934,11937,Erlang
4934,11937,Go
4934,11937,TypeScript
4935,11939,HTML/CSS
4935,11939,JavaScript
4935,11939,Python
4936,11951,HTML/CSS
4936,11951,JavaScript
4936,11951,Ruby
4936,11951,Rust
4937,11953,HTML/CSS
4937,11953,JavaScript
4937,11953,PHP
4937,11953,Python
4937,11953,SQL
4938,11954,HTML/CSS
4938,11954,Python
4938,11954,Rust
4939,11955,Bash/Shell/PowerShell
4939,11955,C
4939,11955,Clojure
4939,11955,Python
4939,11955,Rust
4939,11955,TypeScript
4939,11955,WebAssembly
4940,11956,HTML/CSS
4940,11956,JavaScript
4940,11956,TypeScript
4941,11957,Go
4942,11960,C++
4942,11960,Elixir
4942,11960,Erlang
4942,11960,Go
4942,11960,Kotlin
4942,11960,Python
4942,11960,Rust
4942,11960,Swift
4942,11960,TypeScript
4942,11960,WebAssembly
4943,11964,Go
4943,11964,Python
4943,11964,SQL
4944,11965,C#
4944,11965,TypeScript
4945,11966,F#
4945,11966,Python
4945,11966,TypeScript
4946,11971,Bash/Shell/PowerShell
4946,11971,C#
4946,11971,HTML/CSS
4946,11971,Rust
4946,11971,SQL
4946,11971,Other(s):
4947,11972,Elixir
4947,11972,Go
4947,11972,Python
4947,11972,Rust
4947,11972,TypeScript
4948,11973,C#
4948,11973,Java
4948,11973,R
4948,11973,SQL
4949,11974,HTML/CSS
4949,11974,Java
4949,11974,JavaScript
4949,11974,Kotlin
4949,11974,PHP
4949,11974,Python
4949,11974,Ruby
4949,11974,SQL
4949,11974,Swift
4949,11974,TypeScript
4950,11976,Java
4950,11976,JavaScript
4950,11976,Kotlin
4950,11976,Swift
4951,11977,Dart
4951,11977,Elixir
4951,11977,F#
4951,11977,JavaScript
4951,11977,Ruby
4951,11977,WebAssembly
4952,11978,C
4952,11978,Dart
4952,11978,Go
4952,11978,HTML/CSS
4952,11978,Java
4952,11978,JavaScript
4952,11978,Kotlin
4952,11978,Python
4952,11978,SQL
4953,11980,Bash/Shell/PowerShell
4953,11980,Go
4953,11980,HTML/CSS
4953,11980,Java
4953,11980,JavaScript
4953,11980,Python
4953,11980,Ruby
4953,11980,SQL
4954,11984,Bash/Shell/PowerShell
4954,11984,C++
4954,11984,C#
4954,11984,F#
4954,11984,HTML/CSS
4954,11984,JavaScript
4954,11984,Python
4954,11984,Rust
4954,11984,Scala
4954,11984,SQL
4954,11984,Swift
4954,11984,TypeScript
4955,11987,
4956,11988,C#
4956,11988,Go
4956,11988,HTML/CSS
4956,11988,JavaScript
4956,11988,SQL
4956,11988,TypeScript
4956,11988,WebAssembly
4957,11989,HTML/CSS
4957,11989,JavaScript
4957,11989,PHP
4957,11989,SQL
4957,11989,TypeScript
4957,11989,Other(s):
4958,11994,Bash/Shell/PowerShell
4958,11994,Go
4958,11994,HTML/CSS
4958,11994,JavaScript
4958,11994,Python
4958,11994,SQL
4958,11994,TypeScript
4959,11999,Bash/Shell/PowerShell
4959,11999,C#
4959,11999,Erlang
4959,11999,SQL
4960,12000,Java
4960,12000,Python
4960,12000,R
4961,12002,Bash/Shell/PowerShell
4961,12002,HTML/CSS
4961,12002,JavaScript
4961,12002,Python
4961,12002,SQL
4962,12004,C++
4962,12004,JavaScript
4962,12004,PHP
4963,12008,Bash/Shell/PowerShell
4963,12008,C
4963,12008,C++
4963,12008,C#
4963,12008,HTML/CSS
4963,12008,JavaScript
4963,12008,Python
4963,12008,SQL
4963,12008,TypeScript
4964,12014,C
4964,12014,C#
4964,12014,Python
4965,12015,HTML/CSS
4965,12015,JavaScript
4965,12015,Python
4965,12015,TypeScript
4966,12021,Go
4966,12021,HTML/CSS
4966,12021,JavaScript
4966,12021,TypeScript
4966,12021,WebAssembly
4967,12023,C#
4967,12023,F#
4967,12023,HTML/CSS
4967,12023,JavaScript
4967,12023,Python
4967,12023,SQL
4967,12023,TypeScript
4968,12024,HTML/CSS
4968,12024,JavaScript
4968,12024,Python
4968,12024,Ruby
4968,12024,SQL
4969,12026,Clojure
4969,12026,Go
4969,12026,HTML/CSS
4969,12026,Java
4969,12026,JavaScript
4969,12026,Kotlin
4969,12026,Python
4969,12026,SQL
4969,12026,TypeScript
4970,12027,Java
4970,12027,JavaScript
4970,12027,Python
4971,12031,C#
4971,12031,HTML/CSS
4971,12031,Java
4971,12031,JavaScript
4972,12034,HTML/CSS
4972,12034,Java
4972,12034,JavaScript
4972,12034,Python
4972,12034,SQL
4973,12035,Kotlin
4974,12038,Bash/Shell/PowerShell
4974,12038,Go
4974,12038,HTML/CSS
4974,12038,Java
4974,12038,JavaScript
4974,12038,Kotlin
4974,12038,SQL
4974,12038,TypeScript
4975,12042,PHP
4975,12042,SQL
4975,12042,Other(s):
4976,12043,C#
4976,12043,F#
4976,12043,Go
4976,12043,Python
4976,12043,TypeScript
4976,12043,WebAssembly
4977,12044,Bash/Shell/PowerShell
4977,12044,Go
4977,12044,Python
4977,12044,R
4977,12044,SQL
4978,12048,Bash/Shell/PowerShell
4978,12048,C#
4978,12048,HTML/CSS
4978,12048,JavaScript
4978,12048,PHP
4978,12048,SQL
4978,12048,TypeScript
4978,12048,Other(s):
4979,12049,C#
4979,12049,HTML/CSS
4979,12049,SQL
4980,12050,C++
4980,12050,C#
4980,12050,Elixir
4980,12050,Kotlin
4980,12050,Ruby
4980,12050,TypeScript
4981,12053,C#
4981,12053,JavaScript
4981,12053,SQL
4981,12053,TypeScript
4981,12053,VBA
4982,12054,Bash/Shell/PowerShell
4982,12054,C
4982,12054,HTML/CSS
4982,12054,JavaScript
4982,12054,PHP
4982,12054,SQL
4983,12059,C#
4983,12059,HTML/CSS
4983,12059,JavaScript
4983,12059,R
4983,12059,SQL
4984,12062,HTML/CSS
4984,12062,Java
4984,12062,JavaScript
4984,12062,Kotlin
4984,12062,Objective-C
4984,12062,Python
4984,12062,Swift
4984,12062,TypeScript
4985,12067,HTML/CSS
4985,12067,JavaScript
4985,12067,Python
4985,12067,SQL
4985,12067,TypeScript
4986,12073,Rust
4986,12073,Scala
4987,12074,Bash/Shell/PowerShell
4987,12074,C++
4987,12074,HTML/CSS
4987,12074,Java
4987,12074,Other(s):
4988,12075,Bash/Shell/PowerShell
4988,12075,C#
4988,12075,Dart
4988,12075,F#
4988,12075,HTML/CSS
4988,12075,JavaScript
4988,12075,TypeScript
4988,12075,WebAssembly
4989,12076,Java
4989,12076,Python
4990,12079,SQL
4991,12081,Elixir
4991,12081,F#
4991,12081,TypeScript
4991,12081,Other(s):
4992,12083,C#
4992,12083,HTML/CSS
4992,12083,JavaScript
4992,12083,Kotlin
4992,12083,Python
4992,12083,Scala
4992,12083,SQL
4992,12083,TypeScript
4993,12087,C#
4993,12087,HTML/CSS
4993,12087,JavaScript
4993,12087,Ruby
4993,12087,SQL
4993,12087,TypeScript
4994,12093,C#
4994,12093,Go
4994,12093,Python
4994,12093,SQL
4995,12094,Go
4995,12094,JavaScript
4995,12094,Python
4996,12096,HTML/CSS
4996,12096,JavaScript
4996,12096,SQL
4996,12096,TypeScript
4997,12097,C#
4997,12097,Go
4997,12097,Java
4997,12097,JavaScript
4997,12097,Kotlin
4997,12097,Swift
4998,12103,Bash/Shell/PowerShell
4998,12103,F#
4998,12103,Go
4998,12103,Python
4999,12104,Bash/Shell/PowerShell
4999,12104,C#
4999,12104,SQL
5000,12107,Java
5000,12107,JavaScript
5000,12107,Python
5000,12107,SQL
5001,12108,C#
5001,12108,HTML/CSS
5001,12108,Java
5001,12108,JavaScript
5001,12108,PHP
5001,12108,SQL
5002,12109,C#
5002,12109,HTML/CSS
5002,12109,JavaScript
5002,12109,Objective-C
5002,12109,Python
5002,12109,Rust
5003,12115,HTML/CSS
5003,12115,JavaScript
5003,12115,PHP
5003,12115,Python
5003,12115,SQL
5004,12119,Bash/Shell/PowerShell
5004,12119,Java
5004,12119,Kotlin
5004,12119,SQL
5005,12124,HTML/CSS
5005,12124,JavaScript
5005,12124,TypeScript
5006,12125,JavaScript
5006,12125,TypeScript
5007,12129,Assembly
5007,12129,C++
5007,12129,C#
5007,12129,HTML/CSS
5007,12129,Ruby
5007,12129,TypeScript
5008,12131,Bash/Shell/PowerShell
5008,12131,Python
5008,12131,SQL
5009,12132,Bash/Shell/PowerShell
5009,12132,C#
5009,12132,JavaScript
5010,12133,Elixir
5010,12133,Go
5010,12133,HTML/CSS
5010,12133,JavaScript
5010,12133,Kotlin
5010,12133,Python
5010,12133,R
5010,12133,Ruby
5011,12135,C#
5011,12135,HTML/CSS
5011,12135,Java
5011,12135,JavaScript
5011,12135,TypeScript
5012,12136,Dart
5012,12136,Go
5012,12136,HTML/CSS
5012,12136,JavaScript
5012,12136,SQL
5012,12136,TypeScript
5013,12140,C#
5013,12140,JavaScript
5013,12140,R
5013,12140,SQL
5013,12140,TypeScript
5014,12142,C#
5014,12142,Dart
5014,12142,HTML/CSS
5014,12142,JavaScript
5014,12142,Kotlin
5014,12142,Python
5014,12142,Ruby
5014,12142,Swift
5014,12142,TypeScript
5015,12144,JavaScript
5015,12144,Ruby
5016,12146,C
5016,12146,C++
5016,12146,JavaScript
5016,12146,Python
5016,12146,Rust
5017,12147,C#
5017,12147,HTML/CSS
5017,12147,JavaScript
5018,12151,Assembly
5018,12151,C#
5018,12151,Java
5019,12152,Bash/Shell/PowerShell
5019,12152,C#
5019,12152,Dart
5019,12152,HTML/CSS
5019,12152,JavaScript
5019,12152,Python
5019,12152,SQL
5020,12157,HTML/CSS
5020,12157,JavaScript
5021,12160,Bash/Shell/PowerShell
5021,12160,C#
5021,12160,HTML/CSS
5021,12160,JavaScript
5021,12160,SQL
5022,12162,Bash/Shell/PowerShell
5022,12162,Java
5022,12162,Objective-C
5022,12162,PHP
5022,12162,Python
5022,12162,Swift
5023,12167,Java
5023,12167,JavaScript
5023,12167,Python
5023,12167,Scala
5023,12167,SQL
5024,12169,Objective-C
5024,12169,Swift
5025,12170,HTML/CSS
5025,12170,JavaScript
5025,12170,Python
5025,12170,Rust
5025,12170,TypeScript
5025,12170,WebAssembly
5026,12171,Python
5027,12173,C#
5027,12173,F#
5027,12173,HTML/CSS
5027,12173,Java
5027,12173,Python
5027,12173,R
5027,12173,SQL
5028,12174,Elixir
5028,12174,F#
5028,12174,JavaScript
5028,12174,Rust
5028,12174,Other(s):
5029,12176,HTML/CSS
5029,12176,JavaScript
5029,12176,PHP
5029,12176,SQL
5030,12180,Java
5030,12180,JavaScript
5030,12180,Kotlin
5030,12180,SQL
5030,12180,Other(s):
5031,12183,HTML/CSS
5031,12183,JavaScript
5031,12183,PHP
5031,12183,Python
5031,12183,SQL
5031,12183,Other(s):
5032,12185,C++
5032,12185,JavaScript
5032,12185,Python
5033,12186,Java
5033,12186,Kotlin
5034,12188,C#
5034,12188,F#
5034,12188,Go
5034,12188,Rust
5034,12188,Scala
5035,12190,Dart
5035,12190,HTML/CSS
5035,12190,JavaScript
5035,12190,Kotlin
5035,12190,Python
5035,12190,Swift
5035,12190,TypeScript
5035,12190,WebAssembly
5036,12192,Clojure
5036,12192,Python
5037,12193,Bash/Shell/PowerShell
5037,12193,C++
5037,12193,C#
5037,12193,Python
5038,12195,Go
5038,12195,Java
5038,12195,Python
5039,12196,JavaScript
5039,12196,Scala
5039,12196,SQL
5039,12196,TypeScript
5040,12197,Clojure
5040,12197,Go
5041,12200,Go
5042,12201,Go
5042,12201,Java
5043,12202,Java
5043,12202,Python
5043,12202,SQL
5044,12212,C++
5044,12212,Java
5044,12212,Python
5045,12224,Clojure
5045,12224,Erlang
5045,12224,F#
5045,12224,Ruby
5046,12226,Java
5046,12226,Rust
5046,12226,Scala
5046,12226,SQL
5046,12226,Swift
5047,12227,C++
5047,12227,Java
5047,12227,JavaScript
5047,12227,Python
5048,12230,C#
5048,12230,R
5048,12230,WebAssembly
5049,12231,Bash/Shell/PowerShell
5049,12231,Go
5049,12231,HTML/CSS
5049,12231,JavaScript
5049,12231,PHP
5049,12231,Python
5049,12231,SQL
5049,12231,TypeScript
5050,12234,Assembly
5050,12234,Bash/Shell/PowerShell
5050,12234,C
5050,12234,C++
5050,12234,Go
5050,12234,HTML/CSS
5050,12234,Java
5050,12234,JavaScript
5050,12234,Kotlin
5050,12234,Objective-C
5050,12234,Swift
5051,12236,Bash/Shell/PowerShell
5051,12236,Elixir
5051,12236,HTML/CSS
5051,12236,Python
5051,12236,Ruby
5051,12236,Rust
5051,12236,SQL
5051,12236,Other(s):
5052,12237,Java
5052,12237,Python
5053,12238,C#
5053,12238,SQL
5054,12239,C#
5055,12240,C#
5055,12240,F#
5055,12240,SQL
5056,12241,C#
5056,12241,HTML/CSS
5056,12241,JavaScript
5056,12241,Python
5056,12241,SQL
5057,12242,C#
5057,12242,HTML/CSS
5057,12242,TypeScript
5058,12243,Rust
5058,12243,WebAssembly
5059,12244,Bash/Shell/PowerShell
5059,12244,Elixir
5059,12244,Erlang
5059,12244,Go
5059,12244,Java
5059,12244,Kotlin
5059,12244,Objective-C
5059,12244,Python
5059,12244,Ruby
5059,12244,SQL
5059,12244,Other(s):
5060,12246,Clojure
5060,12246,Go
5061,12248,
5062,12250,Go
5062,12250,HTML/CSS
5062,12250,JavaScript
5062,12250,Python
5062,12250,SQL
5062,12250,TypeScript
5063,12252,HTML/CSS
5063,12252,JavaScript
5063,12252,Ruby
5063,12252,Rust
5063,12252,SQL
5063,12252,WebAssembly
5064,12255,C#
5064,12255,Java
5064,12255,Kotlin
5064,12255,SQL
5064,12255,TypeScript
5065,12261,HTML/CSS
5065,12261,JavaScript
5065,12261,PHP
5065,12261,Other(s):
5066,12262,Python
5066,12262,R
5066,12262,Ruby
5067,12265,Bash/Shell/PowerShell
5067,12265,C#
5067,12265,HTML/CSS
5067,12265,JavaScript
5067,12265,SQL
5067,12265,TypeScript
5068,12266,Python
5068,12266,Ruby
5069,12268,C#
5069,12268,HTML/CSS
5069,12268,JavaScript
5069,12268,SQL
5070,12273,Clojure
5070,12273,Go
5071,12276,C#
5071,12276,HTML/CSS
5071,12276,TypeScript
5071,12276,WebAssembly
5072,12278,Bash/Shell/PowerShell
5072,12278,C++
5072,12278,Go
5072,12278,HTML/CSS
5072,12278,JavaScript
5072,12278,Python
5073,12281,HTML/CSS
5073,12281,JavaScript
5073,12281,PHP
5073,12281,SQL
5073,12281,TypeScript
5074,12282,Java
5074,12282,JavaScript
5074,12282,Ruby
5075,12284,C#
5075,12284,HTML/CSS
5075,12284,JavaScript
5075,12284,SQL
5075,12284,TypeScript
5076,12287,Go
5076,12287,HTML/CSS
5076,12287,JavaScript
5076,12287,Kotlin
5076,12287,Python
5077,12288,Clojure
5077,12288,HTML/CSS
5077,12288,Java
5077,12288,JavaScript
5077,12288,Kotlin
5077,12288,Rust
5077,12288,TypeScript
5078,12291,C#
5078,12291,Go
5078,12291,HTML/CSS
5078,12291,JavaScript
5078,12291,PHP
5078,12291,Python
5078,12291,SQL
5078,12291,TypeScript
5079,12292,C++
5079,12292,SQL
5080,12293,Python
5081,12296,C#
5082,12302,Clojure
5082,12302,Python
5082,12302,Rust
5082,12302,Scala
5082,12302,Other(s):
5083,12303,C#
5083,12303,HTML/CSS
5083,12303,JavaScript
5083,12303,SQL
5084,12304,C#
5084,12304,TypeScript
5084,12304,WebAssembly
5085,12309,Bash/Shell/PowerShell
5085,12309,Go
5085,12309,HTML/CSS
5085,12309,JavaScript
5085,12309,Python
5085,12309,Rust
5085,12309,SQL
5086,12311,HTML/CSS
5086,12311,JavaScript
5086,12311,Rust
5086,12311,TypeScript
5087,12320,C
5087,12320,C#
5087,12320,Go
5087,12320,HTML/CSS
5087,12320,Java
5087,12320,JavaScript
5087,12320,Kotlin
5087,12320,SQL
5087,12320,Swift
5087,12320,TypeScript
5088,12322,Bash/Shell/PowerShell
5088,12322,C
5088,12322,C++
5088,12322,C#
5088,12322,Java
5088,12322,JavaScript
5088,12322,Objective-C
5088,12322,PHP
5088,12322,Python
5088,12322,SQL
5088,12322,Swift
5089,12323,Python
5089,12323,Other(s):
5090,12324,Bash/Shell/PowerShell
5090,12324,C
5090,12324,C++
5090,12324,HTML/CSS
5090,12324,Java
5090,12324,JavaScript
5090,12324,Python
5090,12324,Rust
5090,12324,Scala
5090,12324,Swift
